movie_block,review_block,seconds,prompt_tokens,completion_tokens,matches
4,180,0.745,2157,22,0
4,181,0.761,2282,20,0
4,182,0.790,2479,21,0
4,183,0.729,1707,29,0
4,184,0.780,2092,34,0
4,185,0.721,2033,20,0
4,186,0.735,2286,21,0
4,187,0.667,1661,17,0
4,188,0.732,2208,31,0
4,189,0.733,2121,20,0
4,190,0.774,2378,21,0
4,191,0.741,2059,20,0
4,192,0.741,2291,20,0
4,193,0.770,2513,20,0
4,194,0.746,2055,20,0
4,195,0.741,2049,20,0
4,196,0.725,2128,20,0
4,197,0.766,2418,21,0
4,198,0.762,2266,20,0
4,199,0.684,1650,25,0
4,200,0.732,2442,21,0
4,201,0.656,1678,17,0
4,202,0.785,2304,34,0
4,203,0.738,2061,20,0
4,204,0.739,1879,29,0
4,205,0.738,2327,22,0
4,206,0.730,2453,20,0
4,207,0.796,2459,21,0
4,208,0.774,2534,17,0
4,209,0.769,1931,33,0
4,210,0.745,2053,20,0
4,211,0.744,2290,20,0
4,212,0.744,2569,20,0
4,213,0.837,2528,29,0
4,214,0.769,2297,20,0
4,215,0.775,2377,21,0
4,216,0.791,2561,20,0
4,217,0.769,2556,19,0
4,218,0.764,2138,20,0
4,219,0.694,2245,20,0
4,220,0.758,2282,20,0
4,221,0.740,2126,21,0
4,222,0.719,1958,20,0
4,223,0.712,2047,29,0
4,224,0.725,2506,20,0
4,225,0.678,1635,29,0
4,226,0.700,2495,20,0
4,227,0.766,2173,20,0
4,228,0.726,2386,20,0
4,229,0.790,2045,29,0
4,230,0.809,2333,37,0
4,231,0.682,1948,20,0
4,232,0.719,2009,20,0
4,233,0.764,2598,21,0
4,234,0.751,1998,29,0
4,235,0.808,2251,37,0
4,236,0.759,2156,20,0
4,237,0.733,2424,21,0
4,238,0.743,2595,21,0
4,239,0.758,1795,29,0
4,240,0.751,2167,20,0
4,241,0.733,2039,20,0
4,242,0.730,2146,37,0
4,243,0.718,2183,20,0
4,244,0.686,2083,29,0
4,245,0.775,2428,22,0
4,246,0.773,2324,21,0
4,247,0.689,1939,29,0
4,248,0.736,2234,21,0
4,249,0.770,2317,20,0
4,250,0.797,2373,27,0
5,1,0.762,2092,20,0
5,2,0.764,2039,29,0
5,3,0.739,2113,20,0
5,4,0.743,2293,14,0
5,5,0.740,2365,20,0
5,6,0.779,2380,21,0
5,7,0.706,1553,20,0
5,8,0.769,2552,20,0
5,9,0.645,1645,17,0
5,10,0.751,2345,21,0
5,11,0.776,2385,36,0
5,12,0.754,2212,20,0
5,13,0.752,1922,20,0
5,14,0.729,2264,21,0
5,15,0.719,2364,20,0
5,16,0.765,2289,20,0
5,17,0.754,2392,17,0
5,18,0.766,1950,29,0
5,19,0.768,2098,35,0
5,20,0.776,2356,27,0
5,21,0.734,2057,20,0
5,22,0.670,2330,22,0
5,23,0.780,2184,26,0
5,24,0.768,2549,31,0
5,25,0.747,2021,20,0
5,26,0.746,2131,20,0
5,27,0.709,2068,20,0
5,28,0.787,2570,21,0
5,29,0.705,1962,20,0
5,30,0.800,2801,21,0
5,31,0.747,2134,20,0
5,32,0.793,2342,29,0
5,33,0.757,1948,29,0
5,34,0.651,2373,20,0
5,35,0.809,2800,21,0
5,36,0.757,2338,20,0
5,37,0.782,2288,20,0
5,38,0.631,2320,20,0
5,39,0.776,2518,21,0
5,40,0.733,1826,29,0
5,41,0.758,2411,20,0
5,42,0.681,2278,20,0
5,43,0.761,2493,26,0
5,44,0.745,2282,20,0
5,45,0.756,2195,21,0
5,46,0.755,2337,22,0
5,47,0.800,2607,20,0
5,48,0.772,2364,22,0
5,49,0.699,1981,20,0
5,50,0.732,2198,18,0
5,51,0.751,2250,20,0
5,52,0.718,2176,20,0
5,53,0.789,2077,29,0
5,54,0.690,2020,16,0
5,55,0.776,2166,31,0
5,56,0.745,2270,20,0
5,57,0.810,2433,29,0
5,58,0.722,2153,33,0
5,59,0.757,2319,20,0
5,60,0.699,1664,17,0
5,61,0.711,2058,20,0
5,62,0.742,2627,21,0
5,63,0.740,1773,25,0
5,64,0.743,2271,22,0
5,65,0.747,2167,17,0
5,66,0.753,2270,20,0
5,67,0.744,2237,20,0
5,68,0.770,2016,29,0
5,69,0.745,2080,20,0
5,70,0.696,2206,20,0
5,71,0.711,1842,17,0
5,72,0.708,2281,20,0
5,73,0.813,2795,30,0
5,74,0.814,1944,38,0
5,75,0.765,2330,22,0
5,76,0.872,2279,21,0
5,77,0.770,2369,20,0
5,78,0.797,2554,22,0
5,79,0.754,1912,20,0
5,80,0.761,1981,29,0
5,81,0.787,2345,29,0
5,82,0.763,2254,22,0
5,83,0.741,2044,20,0
5,84,0.706,2179,20,0
5,85,0.712,2453,21,0
5,86,0.787,2590,21,0
5,87,0.760,1906,29,0
5,88,0.730,1771,29,0
5,89,0.632,1658,17,0
5,90,0.739,1998,29,0
5,91,0.767,2301,20,0
5,92,0.769,2409,21,0
5,93,0.759,2414,20,0
5,94,0.766,2771,21,0
5,95,0.772,2458,26,0
5,96,0.779,2082,29,0
5,97,0.770,2565,21,0
5,98,0.728,1758,22,0
5,99,0.739,2143,29,0
5,100,0.714,2219,21,0
5,101,0.735,2182,25,0
5,102,0.772,2316,22,0
5,103,0.708,2056,20,0
5,104,0.746,2245,20,0
5,105,0.745,2302,21,0
5,106,0.809,2256,34,0
5,107,0.760,2371,20,0
5,108,0.748,2481,21,0
5,109,0.747,2195,20,0
5,110,0.768,2340,20,0
5,111,0.764,2038,29,0
5,112,0.755,2207,20,0
5,113,0.773,2256,25,0
5,114,0.708,2126,20,0
5,115,0.788,2143,29,0
5,116,0.651,2001,21,0
5,117,0.763,2452,21,0
5,118,0.737,2118,20,0
5,119,0.743,2236,17,0
5,120,0.751,1971,29,0
5,121,0.767,2381,20,0
5,122,0.754,2534,21,0
5,123,0.687,2013,20,0
5,124,0.796,2318,29,0
5,125,0.756,2594,21,0
5,126,0.780,2122,37,0
5,127,0.809,2721,21,0
5,128,0.755,2146,20,0
5,129,0.762,2257,20,0
5,130,0.788,2451,21,0
5,131,0.723,2257,21,0
5,132,0.762,2385,20,0
5,133,0.718,2496,11,0
5,134,0.744,1806,29,0
5,135,0.751,2511,20,0
5,136,0.769,2174,21,0
5,137,0.739,2008,29,0
5,138,0.767,2272,20,0
5,139,0.756,2236,20,0
5,140,0.743,2265,20,0
5,141,0.776,2341,20,0
5,142,0.723,1974,20,0
5,143,0.698,2351,20,0
5,144,0.783,2487,21,0
5,145,0.790,2766,21,0
5,146,0.745,2240,20,0
5,147,0.744,2278,21,0
5,148,0.721,2343,21,0
5,149,0.738,2409,20,0
5,150,0.748,2158,29,0
5,151,0.747,2233,20,0
5,152,0.750,2174,20,0
5,153,0.735,2243,20,0
5,154,0.759,2129,20,0
5,155,0.764,2076,29,0
5,156,0.748,2354,21,0
5,157,0.753,2043,29,0
5,158,0.745,2097,20,0
5,159,0.770,2721,21,0
5,160,0.687,1943,20,0
5,161,0.732,1871,29,0
5,162,0.726,2094,29,0
5,163,0.753,2485,21,0
5,164,0.789,2437,21,0
5,165,0.767,2225,20,0
5,166,0.713,1806,17,0
5,167,0.728,2145,20,0
5,168,0.746,2341,26,0
5,169,0.703,2291,20,0
5,170,0.727,2441,21,0
5,171,0.755,2062,20,0
5,172,0.769,2043,29,0
5,173,0.705,2526,22,0
5,174,0.703,1717,17,0
5,175,0.685,2202,20,0
5,176,0.740,2147,20,0
5,177,0.725,2046,20,0
5,178,0.728,1973,20,0
5,179,0.825,2316,37,0
5,180,0.684,2176,21,0
5,181,0.747,2301,20,0
5,182,0.779,2498,26,0
5,183,0.710,1726,29,0
5,184,0.778,2111,34,0
5,185,0.740,2052,20,0
5,186,0.764,2305,21,0
5,187,0.646,1680,17,0
5,188,0.695,2227,20,0
5,189,0.732,2140,20,0
5,190,0.768,2397,21,0
5,191,0.733,2078,29,0
5,192,0.682,2310,20,0
5,193,0.753,2532,20,0
5,194,0.769,2074,29,0
5,195,0.736,2068,20,0
5,196,0.690,2147,20,0
5,197,0.769,2437,21,0
5,198,0.763,2285,20,0
5,199,0.732,1669,25,0
5,200,0.774,2461,21,0
5,201,0.730,1697,29,0
5,202,0.759,2323,22,0
5,203,0.785,2080,29,0
5,204,0.706,1898,29,0
5,205,0.762,2346,20,0
5,206,0.727,2472,20,0
5,207,0.745,2478,21,0
5,208,0.775,2553,21,0
5,209,0.754,1950,25,0
5,210,0.745,2072,20,0
5,211,0.746,2309,20,0
5,212,0.720,2588,20,0
5,213,0.792,2547,20,0
5,214,0.773,2316,22,0
5,215,0.743,2396,21,0
5,216,0.802,2580,22,0
5,217,0.642,2575,10,0
5,218,0.754,2157,20,0
5,219,0.707,2264,20,0
5,220,0.617,2301,20,0
5,221,0.659,2145,20,0
5,222,0.732,1977,25,0
5,223,0.721,2066,20,0
5,224,0.764,2525,20,0
5,225,0.699,1654,17,0
5,226,0.767,2514,20,0
5,227,0.757,2192,20,0
5,228,0.755,2405,20,0
5,229,0.777,2064,29,0
5,230,0.773,2352,27,0
5,231,0.731,1967,20,0
5,232,0.725,2028,20,0
5,233,0.769,2617,21,0
5,234,0.764,2017,29,0
5,235,0.797,2270,37,0
5,236,0.758,2175,20,0
5,237,0.753,2443,21,0
5,238,0.784,2614,21,0
5,239,0.643,1814,17,0
5,240,0.757,2186,21,0
5,241,0.749,2058,20,0
5,242,0.746,2165,18,0
5,243,0.749,2202,20,0
5,244,0.773,2102,31,0
5,245,0.771,2447,17,0
5,246,0.773,2343,21,0
5,247,0.715,1958,20,0
5,248,0.655,2253,21,0
5,249,0.755,2336,20,0
5,250,0.821,2392,31,0
6,1,0.772,2075,25,0
6,2,0.775,2022,29,0
6,3,0.738,2096,20,0
6,4,0.739,2276,20,0
6,5,0.735,2348,20,0
6,6,0.770,2363,22,0
6,7,0.664,1536,22,0
6,8,0.764,2535,20,0
6,9,0.710,1628,17,0
6,10,0.752,2328,21,0
6,11,0.758,2368,20,0
6,12,0.773,2195,20,0
6,13,0.727,1905,20,0
6,14,0.756,2247,20,0
6,15,0.756,2347,20,0
6,16,0.761,2272,20,0
6,17,0.657,2375,17,0
6,18,0.726,1933,20,0
6,19,0.780,2081,34,0
6,20,0.789,2339,27,0
6,21,0.700,2040,20,0
6,22,0.786,2313,29,0
6,23,0.761,2167,20,0
6,24,0.748,2532,27,0
6,25,0.762,2004,37,0
6,26,0.735,2114,20,0
6,27,0.739,2051,20,0
6,28,0.781,2553,20,0
6,29,0.720,1945,20,0
6,30,0.765,2784,21,0
6,31,0.735,2117,17,0
6,32,0.783,2325,20,0
6,33,0.734,1931,20,0
6,34,0.759,2356,20,0
6,35,0.807,2783,21,0
6,36,0.736,2321,21,0
6,37,0.772,2271,20,0
6,38,0.747,2303,20,0
6,39,0.781,2501,20,0
6,40,0.712,1809,17,0
6,41,0.758,2394,20,0
6,42,0.717,2261,20,0
6,43,0.825,2476,41,0
6,44,0.777,2265,22,0
6,45,0.750,2178,29,0
6,46,0.766,2320,22,0
6,47,0.785,2590,22,0
6,48,0.768,2347,17,0
6,49,0.721,1964,20,0
6,50,0.692,2181,18,0
6,51,0.728,2233,20,0
6,52,0.781,2159,29,0
6,53,0.681,2060,16,0
6,54,0.640,2003,16,0
6,55,0.751,2149,18,0
6,56,0.748,2253,20,0
6,57,0.770,2416,21,0
6,58,0.718,2136,20,0
6,59,0.737,2302,20,0
6,60,0.654,1647,17,0
6,61,0.715,2041,20,0
6,62,0.779,2610,21,0
6,63,0.736,1756,25,0
6,64,0.741,2254,18,0
6,65,0.716,2150,17,0
6,66,0.757,2253,30,0
6,67,0.751,2220,20,0
6,68,0.776,1999,29,0
6,69,0.793,2063,37,0
6,70,0.697,2189,20,0
6,71,0.725,1825,17,0
6,72,0.736,2264,20,0
6,73,0.766,2778,21,0
6,74,0.782,1927,34,0
6,75,0.764,2313,22,0
6,76,0.656,2262,17,0
6,77,0.750,2352,20,0
6,78,0.773,2537,22,0
6,79,0.722,1895,20,0
6,80,0.763,1964,29,0
6,81,0.741,2328,20,0
6,82,0.764,2237,19,0
6,83,0.708,2027,20,0
6,84,0.764,2162,21,0
6,85,0.763,2436,22,0
6,86,0.844,2573,21,0
6,87,0.722,1889,29,0
6,88,0.666,1754,29,0
6,89,0.695,1641,17,0
6,90,0.698,1981,20,0
6,91,0.752,2284,21,0
6,92,0.694,2392,22,0
6,93,0.788,2397,22,0
6,94,0.758,2754,21,0
6,95,0.770,2441,20,0
6,96,0.714,2065,20,0
6,97,0.788,2548,21,0
6,98,0.719,1741,20,0
6,99,0.747,2126,20,0
6,100,0.757,2202,21,0
6,101,0.776,2165,29,0
6,102,0.718,2299,20,0
6,103,0.745,2039,20,0
6,104,0.746,2228,20,0
6,105,0.782,2285,21,0
6,106,0.769,2239,22,0
6,107,0.761,2354,20,0
6,108,0.792,2464,21,0
6,109,0.759,2178,20,0
6,110,0.763,2323,21,0
6,111,0.747,2021,20,0
6,112,0.751,2190,20,0
6,113,0.757,2239,20,0
6,114,0.735,2109,20,0
6,115,0.759,2126,29,0
6,116,0.687,1984,21,0
6,117,0.630,2435,21,0
6,118,0.756,2101,20,0
6,119,0.759,2219,35,0
6,120,0.743,1954,29,0
6,121,0.764,2364,20,0
6,122,0.775,2517,20,0
6,123,0.766,1996,29,0
6,124,0.761,2301,20,0
6,125,0.729,2577,20,0
6,126,0.698,2105,17,0
6,127,0.784,2704,32,0
6,128,0.758,2129,20,0
6,129,0.773,2240,20,0
6,130,0.736,2434,22,0
6,131,0.776,2240,20,0
6,132,0.720,2368,20,0
6,133,0.759,2479,11,0
6,134,0.763,1789,29,0
6,135,0.759,2494,29,0
6,136,0.725,2157,17,0
6,137,0.637,1991,17,0
6,138,0.784,2255,29,0
6,139,0.687,2219,20,0
6,140,0.747,2248,20,0
6,141,0.733,2324,20,0
6,142,0.671,1957,20,0
6,143,0.747,2334,21,0
6,144,0.755,2470,21,0
6,145,0.803,2749,21,0
6,146,0.760,2223,20,0
6,147,0.745,2261,21,0
6,148,0.751,2326,22,0
6,149,0.735,2392,20,0
6,150,0.766,2141,20,0
6,151,0.757,2216,20,0
6,152,0.748,2157,20,0
6,153,0.726,2226,20,0
6,154,0.741,2112,21,0
6,155,0.727,2059,20,0
6,156,0.753,2337,20,0
6,157,0.771,2026,29,0
6,158,0.741,2080,20,0
6,159,0.754,2704,21,0
6,160,0.742,1926,20,0
6,161,0.718,1854,29,0
6,162,0.757,2077,29,0
6,163,0.766,2468,21,0
6,164,0.778,2420,21,0
6,165,0.755,2208,20,0
6,166,0.699,1789,17,0
6,167,0.750,2128,21,0
6,168,0.762,2324,26,0
6,169,0.743,2274,20,0
6,170,0.765,2424,21,0
6,171,0.687,2045,20,0
6,172,0.802,2026,29,0
6,173,0.783,2509,22,0
6,174,0.697,1700,17,0
6,175,0.736,2185,20,0
6,176,0.762,2130,20,0
6,177,0.734,2029,20,0
6,178,0.721,1956,20,0
6,179,0.767,2299,37,0
6,180,0.760,2159,20,0
6,181,0.760,2284,20,0
6,182,0.682,2481,20,0
6,183,0.715,1709,17,0
6,184,0.802,2094,34,0
6,185,0.724,2035,20,0
6,186,0.768,2288,21,0
6,187,0.691,1663,17,0
6,188,0.739,2210,20,0
6,189,0.756,2123,20,0
6,190,0.772,2380,21,0
6,191,0.761,2061,20,0
6,192,0.750,2293,20,0
6,193,0.767,2515,20,0
6,194,0.783,2057,29,0
6,195,0.742,2051,20,0
6,196,0.740,2130,18,0
6,197,0.782,2420,21,0
6,198,0.722,2268,21,0
6,199,0.734,1652,29,0
6,200,0.765,2444,21,0
6,201,0.720,1680,17,0
6,202,0.719,2306,22,0
6,203,0.784,2063,29,0
6,204,0.708,1881,17,0
6,205,0.764,2329,22,0
6,206,0.768,2455,20,0
6,207,0.800,2461,21,0
6,208,0.777,2536,17,0
6,209,0.775,1933,33,0
6,210,0.724,2055,20,0
6,211,0.757,2292,20,0
6,212,0.751,2571,20,0
6,213,0.794,2530,20,0
6,214,0.698,2299,20,0
6,215,0.785,2379,21,0
6,216,0.794,2563,20,0
6,217,0.782,2558,19,0
6,218,0.742,2140,20,0
6,219,0.750,2247,17,0
6,220,0.729,2284,20,0
6,221,0.733,2128,20,0
6,222,0.666,1960,20,0
6,223,0.731,2049,20,0
6,224,0.727,2508,21,0
6,225,0.697,1637,17,0
6,226,0.756,2497,20,0
6,227,0.679,2175,20,0
6,228,0.774,2388,20,0
6,229,0.787,2047,29,0
6,230,0.777,2335,29,0
6,231,0.725,1950,20,0
6,232,0.716,2011,20,0
6,233,0.792,2600,21,0
6,234,0.722,2000,20,0
6,235,0.765,2253,37,0
6,236,0.776,2158,29,0
6,237,0.791,2426,21,0
6,238,0.792,2597,21,0
6,239,0.692,1797,17,0
6,240,0.780,2169,29,0
6,241,0.759,2041,29,0
6,242,0.735,2148,19,0
6,243,0.761,2185,20,0
6,244,0.722,2085,29,0
6,245,0.773,2430,22,0
6,246,0.773,2326,34,0
6,247,0.730,1941,20,0
6,248,0.741,2236,21,0
6,249,0.745,2319,20,0
6,250,0.764,2375,27,0
7,1,0.724,2090,20,0
7,2,0.717,2037,20,0
7,3,0.714,2111,20,0
7,4,0.777,2291,29,0
7,5,0.755,2363,20,0
7,6,0.767,2378,22,0
7,7,0.716,1551,20,0
7,8,0.760,2550,20,0
7,9,0.721,1643,22,0
7,10,0.711,2343,21,0
7,11,0.780,2383,20,0
7,12,0.761,2210,20,0
7,13,0.679,1920,20,0
7,14,0.704,2262,20,0
7,15,0.762,2362,20,0
7,16,0.727,2287,20,0
7,17,0.759,2390,17,0
7,18,0.744,1948,29,0
7,19,0.769,2096,34,0
7,20,0.750,2354,20,0
7,21,0.726,2055,22,0
7,22,0.776,2328,22,0
7,23,0.777,2182,30,0
7,24,0.767,2547,21,0
7,25,0.737,2019,20,0
7,26,0.749,2129,20,0
7,27,0.732,2066,20,0
7,28,0.719,2568,21,0
7,29,0.737,1960,20,0
7,30,0.799,2799,21,0
7,31,0.769,2132,17,0
7,32,0.747,2340,20,0
7,33,0.712,1946,29,0
7,34,0.720,2371,20,0
7,35,0.705,2798,21,0
7,36,0.787,2336,20,0
7,37,0.778,2286,20,0
7,38,0.760,2318,20,0
7,39,0.771,2516,20,0
7,40,0.710,1824,29,0
7,41,0.723,2409,20,0
7,42,0.702,2276,20,0
7,43,0.823,2491,31,0
7,44,0.761,2280,20,0
7,45,0.785,2193,29,0
7,46,0.759,2335,20,0
7,47,0.738,2605,20,0
7,48,0.729,2362,20,0
7,49,0.698,1979,20,0
7,50,0.740,2196,18,0
7,51,0.732,2248,17,0
7,52,0.749,2174,20,0
7,53,0.778,2075,29,0
7,54,0.693,2018,16,0
7,55,0.666,2164,20,0
7,56,0.722,2268,20,0
7,57,0.771,2431,21,0
7,58,0.744,2151,20,0
7,59,0.742,2317,20,0
7,60,0.647,1662,17,0
7,61,0.733,2056,20,0
7,62,0.793,2625,38,0
7,63,0.728,1771,25,0
7,64,0.755,2269,20,0
7,65,0.761,2165,29,0
7,66,0.788,2268,29,0
7,67,0.725,2235,20,0
7,68,0.742,2014,29,0
7,69,0.718,2078,20,0
7,70,0.745,2204,20,0
7,71,0.709,1840,20,0
7,72,0.738,2279,20,0
7,73,0.804,2793,21,0
7,74,0.701,1942,10,0
7,75,0.707,2328,15,0
7,76,0.750,2277,21,0
7,77,0.732,2367,20,0
7,78,0.770,2552,22,0
7,79,0.738,1910,20,0
7,80,0.681,1979,20,0
7,81,0.799,2343,29,0
7,82,0.773,2252,36,0
7,83,0.714,2042,20,0
7,84,0.774,2177,21,0
7,85,0.727,2451,21,0
7,86,0.783,2588,21,0
7,87,0.630,1904,20,0
7,88,0.720,1769,29,0
7,89,0.638,1656,17,0
7,90,0.749,1996,29,0
7,91,0.687,2299,20,0
7,92,0.754,2407,21,0
7,93,0.760,2412,22,0
7,94,0.747,2769,21,0
7,95,0.797,2456,21,0
7,96,0.636,2080,21,0
7,97,0.792,2563,22,0
7,98,0.715,1756,22,0
7,99,0.693,2141,20,0
7,100,0.811,2217,29,0
7,101,0.710,2180,20,0
7,102,0.771,2314,22,0
7,103,0.756,2054,20,0
7,104,0.675,2243,20,0
7,105,0.747,2300,21,0
7,106,0.805,2254,34,0
7,107,0.764,2369,20,0
7,108,0.782,2479,21,0
7,109,0.745,2193,20,0
7,110,0.736,2338,20,0
7,111,0.690,2036,20,0
7,112,0.757,2205,20,0
7,113,0.793,2254,26,0
7,114,0.695,2124,20,0
7,115,0.792,2141,30,0
7,116,0.759,1999,29,0
7,117,0.778,2450,21,0
7,118,0.701,2116,20,0
7,119,0.806,2234,34,0
7,120,0.726,1969,29,0
7,121,0.778,2379,20,0
7,122,0.681,2532,21,0
7,123,0.748,2011,20,0
7,124,0.795,2316,29,0
7,125,0.748,2592,22,0
7,126,0.791,2120,29,0
7,127,0.756,2719,21,0
7,128,0.750,2144,17,0
7,129,0.755,2255,29,0
7,130,0.702,2449,20,0
7,131,0.810,2255,30,0
7,132,0.741,2383,20,0
7,133,0.746,2494,20,0
7,134,0.707,1804,17,0
7,135,0.773,2509,20,0
7,136,0.757,2172,21,0
7,137,0.696,2006,29,0
7,138,0.762,2270,20,0
7,139,0.749,2234,21,0
7,140,0.753,2263,20,0
7,141,0.749,2339,20,0
7,142,0.712,1972,20,0
7,143,0.757,2349,20,0
7,144,0.790,2485,21,0
7,145,0.805,2764,21,0
7,146,0.737,2238,20,0
7,147,0.711,2276,20,0
7,148,0.777,2341,22,0
7,149,0.797,2407,20,0
7,150,0.741,2156,20,0
7,151,0.706,2231,20,0
7,152,0.756,2172,20,0
7,153,0.769,2241,20,0
7,154,0.745,2127,20,0
7,155,0.711,2074,20,0
7,156,0.751,2352,20,0
7,157,0.749,2041,20,0
7,158,0.735,2095,21,0
7,159,0.780,2719,21,0
7,160,0.739,1941,20,0
7,161,0.661,1869,29,0
7,162,0.680,2092,20,0
7,163,0.770,2483,21,0
7,164,0.810,2435,26,0
7,165,0.765,2223,20,0
7,166,0.714,1804,17,0
7,167,0.747,2143,20,0
7,168,0.697,2339,20,0
7,169,0.721,2289,20,0
7,170,0.785,2439,21,0
7,171,0.713,2060,20,0
7,172,0.748,2041,20,0
7,173,0.766,2524,20,0
7,174,0.725,1715,17,0
7,175,0.720,2200,20,0
7,176,0.735,2145,29,0
7,177,0.689,2044,20,0
7,178,0.674,1971,20,0
7,179,0.763,2314,20,0
7,180,0.685,2174,20,0
7,181,0.720,2299,20,0
7,182,0.767,2496,26,0
7,183,0.708,1724,29,0
7,184,0.710,2109,21,0
7,185,0.734,2050,20,0
7,186,0.755,2303,20,0
7,187,0.701,1678,17,0
7,188,0.750,2225,33,0
7,189,0.708,2138,20,0
7,190,0.810,2395,21,0
7,191,0.758,2076,20,0
7,192,0.749,2308,17,0
7,193,0.749,2530,17,0
7,194,0.793,2072,29,0
7,195,0.737,2066,20,0
7,196,0.739,2145,20,0
7,197,0.774,2435,21,0
7,198,0.754,2283,20,0
7,199,0.737,1667,25,0
7,200,0.777,2459,21,0
7,201,0.692,1695,17,0
7,202,0.734,2321,22,0
7,203,0.747,2078,20,0
7,204,0.714,1896,20,0
7,205,0.721,2344,20,0
7,206,0.734,2470,20,0
7,207,0.693,2476,20,0
7,208,0.775,2551,17,0
7,209,0.730,1948,20,0
7,210,0.668,2070,20,0
7,211,0.697,2307,20,0
7,212,0.712,2586,20,0
7,213,0.788,2545,20,0
7,214,0.727,2314,22,0
7,215,0.774,2394,20,0
7,216,0.789,2578,20,0
7,217,0.769,2573,21,0
7,218,0.759,2155,20,0
7,219,0.735,2262,17,0
7,220,0.761,2299,20,0
7,221,0.711,2143,20,0
7,222,0.734,1975,20,0
7,223,0.743,2064,21,0
7,224,0.759,2523,20,0
7,225,0.703,1652,17,0
7,226,0.760,2512,20,0
7,227,0.738,2190,20,0
7,228,0.723,2403,20,0
7,229,0.773,2062,29,0
7,230,0.743,2350,20,0
7,231,0.737,1965,20,0
7,232,0.641,2026,20,0
7,233,0.717,2615,21,0
7,234,0.723,2015,20,0
7,235,0.718,2268,20,0
7,236,0.757,2173,20,0
7,237,0.789,2441,21,0
7,238,0.801,2612,21,0
7,239,0.612,1812,17,0
7,240,0.749,2184,29,0
7,241,0.689,2056,20,0
7,242,0.694,2163,19,0
7,243,0.723,2200,20,0
7,244,0.770,2100,37,0
7,245,0.781,2445,22,0
7,246,0.774,2341,21,0
7,247,0.694,1956,20,0
7,248,0.757,2251,21,0
7,249,0.771,2334,20,0
7,250,0.761,2390,31,0
8,1,0.772,2088,22,0
8,2,0.727,2035,29,0
8,3,0.745,2109,20,0
8,4,0.759,2289,20,0
8,5,0.769,2361,20,0
8,6,0.795,2376,22,0
8,7,0.714,1549,20,0
8,8,0.745,2548,22,0
8,9,0.721,1641,18,0
8,10,0.745,2341,20,0
8,11,0.786,2381,20,0
8,12,0.728,2208,20,0
8,13,0.688,1918,20,0
8,14,0.730,2260,20,0
8,15,0.705,2360,20,0
8,16,0.766,2285,20,0
8,17,0.708,2388,17,0
8,18,0.758,1946,29,0
8,19,0.741,2094,34,0
8,20,0.757,2352,20,0
8,21,0.689,2053,20,0
8,22,0.759,2326,22,0
8,23,0.714,2180,17,0
8,24,0.769,2545,21,0
8,25,0.747,2017,20,0
8,26,0.760,2127,20,0
8,27,0.777,2064,29,0
8,28,0.792,2566,21,0
8,29,0.738,1958,20,0
8,30,0.815,2797,21,0
8,31,0.743,2130,17,0
8,32,0.782,2338,20,0
8,33,0.790,1944,29,0
8,34,0.779,2369,20,0
8,35,0.789,2796,21,0
8,36,0.781,2334,22,0
8,37,0.767,2284,20,0
8,38,0.764,2316,20,0
8,39,0.798,2514,20,0
8,40,0.785,1822,29,0
8,41,0.734,2407,20,0
8,42,0.701,2274,20,0
8,43,0.774,2489,21,0
8,44,0.789,2278,20,0
8,45,0.826,2191,36,0
8,46,0.740,2333,20,0
8,47,0.815,2603,22,0
8,48,0.774,2360,22,0
8,49,0.734,1977,17,0
8,50,0.725,2194,18,0
8,51,0.698,2246,20,0
8,52,0.749,2172,20,0
8,53,0.740,2073,20,0
8,54,0.798,2016,37,0
8,55,0.738,2162,20,0
8,56,0.745,2266,20,0
8,57,0.796,2429,21,0
8,58,0.755,2149,20,0
8,59,0.765,2315,20,0
8,60,0.657,1660,17,0
8,61,0.690,2054,20,0
8,62,0.798,2623,38,0
8,63,0.725,1769,25,0
8,64,0.734,2267,21,0
8,65,0.739,2163,17,0
8,66,0.771,2266,21,0
8,67,0.756,2233,20,0
8,68,0.724,2012,29,0
8,69,0.738,2076,29,0
8,70,0.755,2202,20,0
8,71,0.669,1838,17,0
8,72,0.752,2277,20,0
8,73,0.779,2791,21,0
8,74,0.768,1940,29,0
8,75,0.770,2326,20,0
8,76,0.713,2275,17,0
8,77,0.734,2365,22,0
8,78,0.821,2550,29,0
8,79,0.739,1908,29,0
8,80,0.721,1977,29,0
8,81,0.745,2341,20,0
8,82,0.762,2250,21,0
8,83,0.769,2040,20,0
8,84,0.728,2175,21,0
8,85,0.687,2449,21,0
8,86,0.789,2586,21,0
8,87,0.732,1902,17,0
8,88,0.664,1767,29,0
8,89,0.576,1654,17,0
8,90,0.753,1994,29,0
8,91,0.747,2297,22,0
8,92,0.735,2405,21,0
8,93,0.751,2410,22,0
8,94,0.800,2767,21,0
8,95,0.794,2454,21,0
8,96,0.731,2078,20,0
8,97,0.782,2561,21,0
8,98,0.725,1754,20,0
8,99,0.717,2139,20,0
8,100,0.760,2215,21,0
8,101,0.794,2178,29,0
8,102,0.768,2312,22,0
8,103,0.710,2052,20,0
8,104,0.735,2241,20,0
8,105,0.768,2298,21,0
8,106,0.806,2252,34,0
8,107,0.740,2367,20,0
8,108,0.730,2477,21,0
8,109,0.747,2191,20,0
8,110,0.661,2336,20,0
